!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R02852,-0.2,5.5,9.0,0.1,298.15,
R02853,-14.9,7.2,9.0,0.1,298.15,
R02854,,,9.0,0.1,298.15,uncertainty is too high
R02855,11.6,3.5,9.0,0.1,298.15,
R02856,12.6,3.6,9.0,0.1,298.15,
R02857,,,9.0,0.1,298.15,uncertainty is too high
R02858,,,9.0,0.1,298.15,uncertainty is too high
R02859,,,9.0,0.1,298.15,uncertainty is too high
R02860,,,9.0,0.1,298.15,uncertainty is too high
R02861,,,9.0,0.1,298.15,uncertainty is too high
R02862,,,9.0,0.1,298.15,uncertainty is too high
R02863,,,9.0,0.1,298.15,uncertainty is too high
R02864,,,9.0,0.1,298.15,uncertainty is too high
R02865,-28.9,4.0,9.0,0.1,298.15,
R02866,-7.8,4.0,9.0,0.1,298.15,
R02867,-32.6,4.9,9.0,0.1,298.15,
R02868,-32.0,4.8,9.0,0.1,298.15,
R02869,,,9.0,0.1,298.15,uncertainty is too high
R02872,-13.1,57.9,9.0,0.1,298.15,
R02873,,,9.0,0.1,298.15,uncertainty is too high
R02874,-407.7,56.0,9.0,0.1,298.15,
R02875,,,9.0,0.1,298.15,uncertainty is too high
R02876,,,9.0,0.1,298.15,uncertainty is too high
R02877,-118.0,19.1,9.0,0.1,298.15,
R02878,13.7,5.8,9.0,0.1,298.15,
R02879,,,9.0,0.1,298.15,uncertainty is too high
R02880,,,9.0,0.1,298.15,uncertainty is too high
R02882,,,9.0,0.1,298.15,uncertainty is too high
R02884,,,9.0,0.1,298.15,uncertainty is too high
R02885,,,9.0,0.1,298.15,uncertainty is too high
R02886,-303.1,4.6,9.0,0.1,298.15,
R02887,-158.0,1.6,9.0,0.1,298.15,
R02888,-142.0,1.9,9.0,0.1,298.15,
R02889,122.2,3.0,9.0,0.1,298.15,
R02890,-120.8,6.7,9.0,0.1,298.15,
R02892,,,9.0,0.1,298.15,uncertainty is too high
R02893,,,9.0,0.1,298.15,uncertainty is too high
R02894,-104.1,25.8,9.0,0.1,298.15,
R02895,11.6,24.6,9.0,0.1,298.15,
R02896,0.8,5.3,9.0,0.1,298.15,
R02897,-65.8,43.0,9.0,0.1,298.15,
R02898,91.8,21.7,9.0,0.1,298.15,
R02899,,,9.0,0.1,298.15,uncertainty is too high
R02901,-50.9,33.4,9.0,0.1,298.15,
R02902,0.5,42.1,9.0,0.1,298.15,
R02903,,,9.0,0.1,298.15,uncertainty is too high
R02904,,,9.0,0.1,298.15,uncertainty is too high
R02905,,,9.0,0.1,298.15,uncertainty is too high
R02906,-46.4,46.3,9.0,0.1,298.15,
R02907,-51.4,42.6,9.0,0.1,298.15,
R02908,-96.3,22.2,9.0,0.1,298.15,
R02909,-327.0,19.2,9.0,0.1,298.15,
R02910,,,9.0,0.1,298.15,uncertainty is too high
R02911,-33.2,21.0,9.0,0.1,298.15,
R02912,-25.7,20.9,9.0,0.1,298.15,
R02914,10.2,2.6,9.0,0.1,298.15,
R02915,67.8,56.9,9.0,0.1,298.15,
R02917,,,9.0,0.1,298.15,uncertainty is too high
R02918,,,9.0,0.1,298.15,uncertainty is too high
R02919,-87.5,20.8,9.0,0.1,298.15,
R02920,,,9.0,0.1,298.15,uncertainty is too high
R02921,-3.5,4.9,9.0,0.1,298.15,
R02922,55.4,14.2,9.0,0.1,298.15,
R02923,-102.4,21.2,9.0,0.1,298.15,
R02924,,,9.0,0.1,298.15,uncertainty is too high
R02925,9.3,7.8,9.0,0.1,298.15,
R02926,1.6,5.8,9.0,0.1,298.15,
R02927,-21.3,4.1,9.0,0.1,298.15,
R02928,-0.0,5.8,9.0,0.1,298.15,
R02929,-30.4,8.0,9.0,0.1,298.15,
R02930,-6.3,8.0,9.0,0.1,298.15,
R02931,,,9.0,0.1,298.15,uncertainty is too high
R02932,,,9.0,0.1,298.15,uncertainty is too high
R02933,-32.5,5.5,9.0,0.1,298.15,
R02934,,,9.0,0.1,298.15,uncertainty is too high
R02935,-29.1,10.7,9.0,0.1,298.15,
R02936,-28.2,10.8,9.0,0.1,298.15,
R02937,-6.7,11.1,9.0,0.1,298.15,
R02938,-14.4,6.2,9.0,0.1,298.15,
R02940,,,9.0,0.1,298.15,uncertainty is too high
R02941,-54.7,10.4,9.0,0.1,298.15,
R02942,-80.1,10.2,9.0,0.1,298.15,
R02943,-84.5,18.4,9.0,0.1,298.15,
R02944,,,9.0,0.1,298.15,uncertainty is too high
R02945,,,9.0,0.1,298.15,uncertainty is too high
R02946,4.4,4.1,9.0,0.1,298.15,
R02947,-4.5,8.3,9.0,0.1,298.15,
R02948,-4.5,8.3,9.0,0.1,298.15,
R02949,2.4,2.3,9.0,0.1,298.15,
R02950,-402.9,19.6,9.0,0.1,298.15,
R02951,-70.1,13.7,9.0,0.1,298.15,
R02952,-3.7,13.4,9.0,0.1,298.15,
R02953,,,9.0,0.1,298.15,uncertainty is too high
R02954,,,9.0,0.1,298.15,uncertainty is too high
R02955,-8.7,5.3,9.0,0.1,298.15,
R02956,-3.2,5.5,9.0,0.1,298.15,
R02957,-93.4,6.8,9.0,0.1,298.15,
R02959,,,9.0,0.1,298.15,uncertainty is too high
R02960,,,9.0,0.1,298.15,uncertainty is too high
R02961,,,9.0,0.1,298.15,uncertainty is too high
R02962,-64.1,26.7,9.0,0.1,298.15,
R02963,2.1,31.0,9.0,0.1,298.15,
R02964,-38.5,5.9,9.0,0.1,298.15,
R02965,-84.5,8.2,9.0,0.1,298.15,
R02968,-344.9,28.2,9.0,0.1,298.15,
R02969,9.2,5.8,9.0,0.1,298.15,
R02970,-3.9,5.9,9.0,0.1,298.15,
R02971,-38.8,22.9,9.0,0.1,298.15,
R02972,-8.3,23.4,9.0,0.1,298.15,
R02973,-6.5,22.6,9.0,0.1,298.15,
R02974,,,9.0,0.1,298.15,uncertainty is too high
R02975,2.8,1.9,9.0,0.1,298.15,
R02976,-20.6,21.8,9.0,0.1,298.15,
R02978,2.8,21.5,9.0,0.1,298.15,
R02979,57.5,22.0,9.0,0.1,298.15,
R02980,,,9.0,0.1,298.15,uncertainty is too high
R02982,,,9.0,0.1,298.15,uncertainty is too high
R02983,-49.9,4.6,9.0,0.1,298.15,
R02984,-0.2,3.8,9.0,0.1,298.15,
R02985,,,9.0,0.1,298.15,uncertainty is too high
R02986,,,9.0,0.1,298.15,uncertainty is too high
R02987,,,9.0,0.1,298.15,uncertainty is too high
R02988,51.8,6.9,9.0,0.1,298.15,
R02989,52.8,6.9,9.0,0.1,298.15,
R02990,,,9.0,0.1,298.15,uncertainty is too high
R02991,-2.1,10.9,9.0,0.1,298.15,
R02992,-28.0,16.0,9.0,0.1,298.15,
R02993,11.7,14.2,9.0,0.1,298.15,
R02994,,,9.0,0.1,298.15,uncertainty is too high
R02995,,,9.0,0.1,298.15,uncertainty is too high
R02997,-55.7,41.2,9.0,0.1,298.15,
R02998,-23.3,42.3,9.0,0.1,298.15,
R02999,,,9.0,0.1,298.15,uncertainty is too high
R03001,-7.2,15.5,9.0,0.1,298.15,
R03003,,,9.0,0.1,298.15,uncertainty is too high
R03004,-35.5,19.7,9.0,0.1,298.15,
R03005,-20.2,9.0,9.0,0.1,298.15,
R03006,,,9.0,0.1,298.15,uncertainty is too high
R03008,,,9.0,0.1,298.15,uncertainty is too high
R03009,,,9.0,0.1,298.15,uncertainty is too high
R03012,16.1,16.6,9.0,0.1,298.15,
R03013,-27.0,4.2,9.0,0.1,298.15,
R03014,-13.1,5.4,9.0,0.1,298.15,
R03015,,,9.0,0.1,298.15,uncertainty is too high
R03016,,,9.0,0.1,298.15,uncertainty is too high
R03017,,,9.0,0.1,298.15,uncertainty is too high
R03018,-18.7,8.1,9.0,0.1,298.15,
R03019,,,9.0,0.1,298.15,uncertainty is too high
R03020,,,9.0,0.1,298.15,uncertainty is too high
R03021,9.2,21.8,9.0,0.1,298.15,
R03022,9.2,21.8,9.0,0.1,298.15,
R03023,,,9.0,0.1,298.15,uncertainty is too high
R03024,,,9.0,0.1,298.15,uncertainty is too high
R03025,-24.8,8.2,9.0,0.1,298.15,
R03026,3.8,3.4,9.0,0.1,298.15,
R03027,4.2,5.8,9.0,0.1,298.15,
R03028,-7.1,31.8,9.0,0.1,298.15,
R03030,1.2,30.8,9.0,0.1,298.15,
R03031,-7.7,31.4,9.0,0.1,298.15,
R03032,-42.0,4.2,9.0,0.1,298.15,
R03033,-41.9,4.9,9.0,0.1,298.15,
R03034,-30.2,4.7,9.0,0.1,298.15,
R03035,-4.3,26.5,9.0,0.1,298.15,
R03036,-51.3,10.1,9.0,0.1,298.15,
R03037,-43.8,5.5,9.0,0.1,298.15,
R03038,,,9.0,0.1,298.15,uncertainty is too high
R03039,,,9.0,0.1,298.15,uncertainty is too high
R03040,45.3,5.7,9.0,0.1,298.15,
R03043,,,9.0,0.1,298.15,uncertainty is too high
R03044,,,9.0,0.1,298.15,uncertainty is too high
R03045,-0.0,30.8,9.0,0.1,298.15,
R03046,12.6,31.3,9.0,0.1,298.15,
R03048,20.8,43.4,9.0,0.1,298.15,
R03049,-27.9,47.9,9.0,0.1,298.15,
R03050,,,9.0,0.1,298.15,uncertainty is too high
R03051,-10.2,6.5,9.0,0.1,298.15,
R03052,0.0,6.9,9.0,0.1,298.15,
R03053,-7.8,5.3,9.0,0.1,298.15,
R03054,-12.7,12.2,9.0,0.1,298.15,
R03055,-14.8,12.0,9.0,0.1,298.15,
R03056,-29.2,48.2,9.0,0.1,298.15,
R03057,25.6,29.7,9.0,0.1,298.15,
R03058,,,9.0,0.1,298.15,uncertainty is too high
R03059,-1.3,31.0,9.0,0.1,298.15,
R03060,,,9.0,0.1,298.15,uncertainty is too high
R03062,,,9.0,0.1,298.15,uncertainty is too high
R03063,,,9.0,0.1,298.15,uncertainty is too high
R03064,,,9.0,0.1,298.15,uncertainty is too high
R03065,,,9.0,0.1,298.15,uncertainty is too high
R03066,,,9.0,0.1,298.15,uncertainty is too high
R03067,,,9.0,0.1,298.15,uncertainty is too high
R03069,-4.2,4.1,9.0,0.1,298.15,
R03070,-3.1,5.8,9.0,0.1,298.15,
R03071,,,9.0,0.1,298.15,uncertainty is too high
R03072,,,9.0,0.1,298.15,uncertainty is too high
R03073,,,9.0,0.1,298.15,uncertainty is too high
R03075,,,9.0,0.1,298.15,uncertainty is too high
R03076,,,9.0,0.1,298.15,uncertainty is too high
R03077,-1.1,5.2,9.0,0.1,298.15,
R03078,67.9,3.5,9.0,0.1,298.15,
R03079,,,9.0,0.1,298.15,uncertainty is too high
R03080,11.7,3.2,9.0,0.1,298.15,
R03081,15.3,5.1,9.0,0.1,298.15,
R03082,-16.3,4.6,9.0,0.1,298.15,
R03083,-134.9,15.6,9.0,0.1,298.15,
R03084,-5.3,4.1,9.0,0.1,298.15,
R03086,,,9.0,0.1,298.15,uncertainty is too high
R03087,,,9.0,0.1,298.15,uncertainty is too high
R03088,-432.2,7.7,9.0,0.1,298.15,
R03089,-398.8,6.8,9.0,0.1,298.15,
R03090,-433.2,7.7,9.0,0.1,298.15,
R03091,-72.6,9.0,9.0,0.1,298.15,
R03092,-442.1,20.8,9.0,0.1,298.15,
R03093,,,9.0,0.1,298.15,uncertainty is too high
R03094,1.0,17.6,9.0,0.1,298.15,
R03095,-40.8,17.4,9.0,0.1,298.15,
R03096,-14.4,17.3,9.0,0.1,298.15,
R03097,-326.9,15.9,9.0,0.1,298.15,
R03098,,,9.0,0.1,298.15,uncertainty is too high
R03102,-62.9,7.3,9.0,0.1,298.15,
R03103,-61.9,7.3,9.0,0.1,298.15,
R03104,8.6,13.3,9.0,0.1,298.15,
R03105,,,9.0,0.1,298.15,uncertainty is too high
R03106,-88.4,10.7,9.0,0.1,298.15,
R03107,,,9.0,0.1,298.15,uncertainty is too high
R03109,,,9.0,0.1,298.15,uncertainty is too high
R03110,,,9.0,0.1,298.15,uncertainty is too high
R03111,,,9.0,0.1,298.15,uncertainty is too high
R03112,,,9.0,0.1,298.15,uncertainty is too high
R03114,-4.1,24.8,9.0,0.1,298.15,
R03115,-158.0,1.6,9.0,0.1,298.15,
R03116,-142.0,1.9,9.0,0.1,298.15,
R03118,122.2,3.0,9.0,0.1,298.15,
R03119,11.7,3.6,9.0,0.1,298.15,
R03120,,,9.0,0.1,298.15,uncertainty is too high
R03121,,,9.0,0.1,298.15,uncertainty is too high
R03122,,,9.0,0.1,298.15,uncertainty is too high
R03123,-13.4,46.2,9.0,0.1,298.15,
R03124,-432.9,50.8,9.0,0.1,298.15,
R03125,-866.6,55.7,9.0,0.1,298.15,
R03126,,,9.0,0.1,298.15,uncertainty is too high
R03127,14.2,8.8,9.0,0.1,298.15,
R03128,12.8,7.1,9.0,0.1,298.15,
R03129,,,9.0,0.1,298.15,uncertainty is too high
R03130,,,9.0,0.1,298.15,uncertainty is too high
R03131,-31.7,7.2,9.0,0.1,298.15,
R03132,,,9.0,0.1,298.15,uncertainty is too high
R03133,-28.5,17.8,9.0,0.1,298.15,
R03134,,,9.0,0.1,298.15,uncertainty is too high
R03135,,,9.0,0.1,298.15,uncertainty is too high
R03136,,,9.0,0.1,298.15,uncertainty is too high
R03137,,,9.0,0.1,298.15,uncertainty is too high
R03138,,,9.0,0.1,298.15,uncertainty is too high
R03139,-94.6,10.2,9.0,0.1,298.15,
R03140,-543.2,8.3,9.0,0.1,298.15,
R03141,-1142.7,16.7,9.0,0.1,298.15,
R03142,,,9.0,0.1,298.15,uncertainty is too high
R03143,,,9.0,0.1,298.15,uncertainty is too high
R03145,-150.2,8.6,9.0,0.1,298.15,
R03146,,,9.0,0.1,298.15,uncertainty is too high
R03147,,,9.0,0.1,298.15,uncertainty is too high
R03149,,,9.0,0.1,298.15,uncertainty is too high
R03150,,,9.0,0.1,298.15,uncertainty is too high
R03151,,,9.0,0.1,298.15,uncertainty is too high
R03153,-7.0,3.9,9.0,0.1,298.15,
R03154,-1.5,4.5,9.0,0.1,298.15,
R03155,-4.1,13.3,9.0,0.1,298.15,
R03156,,,9.0,0.1,298.15,uncertainty is too high
R03157,-12.1,30.3,9.0,0.1,298.15,
R03158,48.8,6.4,9.0,0.1,298.15,
R03161,-16.4,4.1,9.0,0.1,298.15,
R03162,,,9.0,0.1,298.15,uncertainty is too high
R03163,5.4,5.8,9.0,0.1,298.15,
R03164,-24.6,13.2,9.0,0.1,298.15,
R03165,,,9.0,0.1,298.15,uncertainty is too high
R03166,,,9.0,0.1,298.15,uncertainty is too high
R03167,,,9.0,0.1,298.15,uncertainty is too high
R03168,,,9.0,0.1,298.15,uncertainty is too high
R03169,47.8,32.9,9.0,0.1,298.15,
R03171,-23.0,8.4,9.0,0.1,298.15,
R03172,,,9.0,0.1,298.15,uncertainty is too high
R03173,,,9.0,0.1,298.15,uncertainty is too high
R03174,,,9.0,0.1,298.15,uncertainty is too high
R03175,,,9.0,0.1,298.15,uncertainty is too high
R03176,,,9.0,0.1,298.15,uncertainty is too high
R03177,-58.5,19.1,9.0,0.1,298.15,
R03178,-2.4,19.8,9.0,0.1,298.15,
R03180,-13.2,19.9,9.0,0.1,298.15,
R03181,-0.0,11.1,9.0,0.1,298.15,
R03182,-14.5,14.1,9.0,0.1,298.15,
R03183,12.7,8.3,9.0,0.1,298.15,
R03184,,,9.0,0.1,298.15,uncertainty is too high
R03185,,,9.0,0.1,298.15,uncertainty is too high
R03186,,,9.0,0.1,298.15,uncertainty is too high
R03187,-134.0,18.3,9.0,0.1,298.15,
R03188,,,9.0,0.1,298.15,uncertainty is too high
R03189,,,9.0,0.1,298.15,uncertainty is too high
R03190,,,9.0,0.1,298.15,uncertainty is too high
R03191,49.2,24.9,9.0,0.1,298.15,
R03192,50.2,24.9,9.0,0.1,298.15,
R03193,-35.9,25.8,9.0,0.1,298.15,
R03194,,,9.0,0.1,298.15,uncertainty is too high
R03195,,,9.0,0.1,298.15,uncertainty is too high
R03197,,,9.0,0.1,298.15,uncertainty is too high
R03198,-61.0,16.7,9.0,0.1,298.15,
R03199,,,9.0,0.1,298.15,uncertainty is too high
R03200,,,9.0,0.1,298.15,uncertainty is too high
R03201,,,9.0,0.1,298.15,uncertainty is too high
R03202,,,9.0,0.1,298.15,uncertainty is too high
R03203,,,9.0,0.1,298.15,uncertainty is too high
R03204,-398.7,10.3,9.0,0.1,298.15,
R03206,,,9.0,0.1,298.15,uncertainty is too high
R03207,-2.4,34.9,9.0,0.1,298.15,
R03208,-254.9,51.8,9.0,0.1,298.15,
R03209,-21.4,7.3,9.0,0.1,298.15,
R03210,21.0,32.8,9.0,0.1,298.15,
R03211,-2.8,16.3,9.0,0.1,298.15,
R03212,,,9.0,0.1,298.15,uncertainty is too high
R03213,,,9.0,0.1,298.15,uncertainty is too high
R03214,,,9.0,0.1,298.15,uncertainty is too high
R03215,,,9.0,0.1,298.15,uncertainty is too high
R03216,,,9.0,0.1,298.15,uncertainty is too high
R03217,-80.2,11.2,9.0,0.1,298.15,
R03218,,,9.0,0.1,298.15,uncertainty is too high
R03219,,,9.0,0.1,298.15,uncertainty is too high
R03220,,,9.0,0.1,298.15,uncertainty is too high
R03222,,,9.0,0.1,298.15,uncertainty is too high
R03223,-3.8,5.8,9.0,0.1,298.15,
R03224,,,9.0,0.1,298.15,uncertainty is too high
R03225,-30.2,6.0,9.0,0.1,298.15,
R03226,,,9.0,0.1,298.15,uncertainty is too high
R03227,,,9.0,0.1,298.15,uncertainty is too high
R03228,,,9.0,0.1,298.15,uncertainty is too high
R03229,,,9.0,0.1,298.15,uncertainty is too high
R03230,,,9.0,0.1,298.15,uncertainty is too high
R03231,,,9.0,0.1,298.15,uncertainty is too high
R03232,,,9.0,0.1,298.15,uncertainty is too high
R03234,15.1,4.3,9.0,0.1,298.15,
R03236,-28.7,6.0,9.0,0.1,298.15,
R03237,-28.1,6.7,9.0,0.1,298.15,
R03238,-25.9,6.5,9.0,0.1,298.15,
R03239,-32.3,6.7,9.0,0.1,298.15,
R03240,-1.9,4.9,9.0,0.1,298.15,
R03241,-29.1,5.9,9.0,0.1,298.15,
R03243,-8.8,5.8,9.0,0.1,298.15,
R03244,0.8,4.2,9.0,0.1,298.15,
R03245,-1.7,4.1,9.0,0.1,298.15,
R03246,-332.0,14.3,9.0,0.1,298.15,
R03247,0.8,25.0,9.0,0.1,298.15,
R03248,-7.4,7.6,9.0,0.1,298.15,
R03249,-8.8,12.2,9.0,0.1,298.15,
R03250,58.5,12.0,9.0,0.1,298.15,
R03251,-88.9,33.4,9.0,0.1,298.15,
R03253,-300.9,22.0,9.0,0.1,298.15,
R03254,63.6,5.0,9.0,0.1,298.15,
R03255,,,9.0,0.1,298.15,uncertainty is too high
R03256,-11.3,6.2,9.0,0.1,298.15,
R03257,,,9.0,0.1,298.15,uncertainty is too high
R03258,,,9.0,0.1,298.15,uncertainty is too high
R03259,,,9.0,0.1,298.15,uncertainty is too high
R03260,-70.7,12.0,9.0,0.1,298.15,
R03261,-5.0,24.8,9.0,0.1,298.15,
R03262,,,9.0,0.1,298.15,uncertainty is too high
R03263,,,9.0,0.1,298.15,uncertainty is too high
R03264,12.7,27.7,9.0,0.1,298.15,
R03265,0.0,27.2,9.0,0.1,298.15,
R03266,-9.9,5.0,9.0,0.1,298.15,
R03267,,,9.0,0.1,298.15,uncertainty is too high
R03268,,,9.0,0.1,298.15,uncertainty is too high
R03269,-20.9,23.8,9.0,0.1,298.15,
R03270,,,9.0,0.1,298.15,uncertainty is too high
R03271,,,9.0,0.1,298.15,uncertainty is too high
R03272,,,9.0,0.1,298.15,uncertainty is too high
R03273,,,9.0,0.1,298.15,uncertainty is too high
R03274,,,9.0,0.1,298.15,uncertainty is too high
R03275,9.4,4.9,9.0,0.1,298.15,
R03276,-0.5,6.7,9.0,0.1,298.15,
R03277,-21.8,5.5,9.0,0.1,298.15,
R03278,-5.0,30.3,9.0,0.1,298.15,
R03279,-5.0,29.5,9.0,0.1,298.15,
R03281,-349.3,19.5,9.0,0.1,298.15,
R03283,,,9.0,0.1,298.15,uncertainty is too high
R03284,,,9.0,0.1,298.15,uncertainty is too high
R03286,-50.6,20.7,9.0,0.1,298.15,
R03288,-5.0,20.7,9.0,0.1,298.15,
R03289,,,9.0,0.1,298.15,uncertainty is too high
R03290,-4.9,4.2,9.0,0.1,298.15,
R03291,29.4,13.8,9.0,0.1,298.15,
R03292,-4.0,4.2,9.0,0.1,298.15,
R03293,30.4,13.9,9.0,0.1,298.15,
R03295,35.3,15.0,9.0,0.1,298.15,
R03296,0.0,5.8,9.0,0.1,298.15,
R03297,-2.5,25.2,9.0,0.1,298.15,
R03298,,,9.0,0.1,298.15,uncertainty is too high
R03299,-431.5,14.3,9.0,0.1,298.15,
R03300,-60.3,16.8,9.0,0.1,298.15,
R03302,-59.3,16.8,9.0,0.1,298.15,
R03303,-261.7,12.3,9.0,0.1,298.15,
R03304,,,9.0,0.1,298.15,uncertainty is too high
R03306,,,9.0,0.1,298.15,uncertainty is too high
R03307,-19.2,12.1,9.0,0.1,298.15,
R03308,,,9.0,0.1,298.15,uncertainty is too high
R03310,,,9.0,0.1,298.15,uncertainty is too high
R03311,,,9.0,0.1,298.15,uncertainty is too high
R03313,-1.8,6.0,9.0,0.1,298.15,
R03314,1.2,11.0,9.0,0.1,298.15,
R03315,-23.1,14.0,9.0,0.1,298.15,
R03316,,,9.0,0.1,298.15,uncertainty is too high
R03317,-51.7,22.2,9.0,0.1,298.15,
R03318,-1.2,5.5,9.0,0.1,298.15,
R03321,2.1,0.8,9.0,0.1,298.15,
R03322,-50.6,39.0,9.0,0.1,298.15,
R03323,-4.6,5.0,9.0,0.1,298.15,
R03325,,,9.0,0.1,298.15,uncertainty is too high
R03326,,,9.0,0.1,298.15,uncertainty is too high
R03327,,,9.0,0.1,298.15,uncertainty is too high
R03329,,,9.0,0.1,298.15,uncertainty is too high
R03330,-16.3,31.2,9.0,0.1,298.15,
R03331,,,9.0,0.1,298.15,uncertainty is too high
R03332,,,9.0,0.1,298.15,uncertainty is too high
R03333,-45.0,31.7,9.0,0.1,298.15,
R03334,,,9.0,0.1,298.15,uncertainty is too high
R03336,65.5,9.0,9.0,0.1,298.15,
R03337,65.5,9.0,9.0,0.1,298.15,
R03338,66.5,9.0,9.0,0.1,298.15,
R03339,66.5,9.0,9.0,0.1,298.15,
R03341,-57.0,10.9,9.0,0.1,298.15,
R03342,-56.9,9.3,9.0,0.1,298.15,
R03344,,,9.0,0.1,298.15,uncertainty is too high
R03345,,,9.0,0.1,298.15,uncertainty is too high
R03346,-24.7,5.5,9.0,0.1,298.15,
R03347,12.0,5.5,9.0,0.1,298.15,
R03348,9.7,8.3,9.0,0.1,298.15,
R03349,6.3,2.2,9.0,0.1,298.15,
R03350,-11.2,5.9,9.0,0.1,298.15,
R03351,,,9.0,0.1,298.15,uncertainty is too high
R03352,-37.1,30.3,9.0,0.1,298.15,
R03353,,,9.0,0.1,298.15,uncertainty is too high
R03354,,,9.0,0.1,298.15,uncertainty is too high
R03355,,,9.0,0.1,298.15,uncertainty is too high
R03356,,,9.0,0.1,298.15,uncertainty is too high
R03357,10.2,22.9,9.0,0.1,298.15,
R03358,-24.4,10.8,9.0,0.1,298.15,
R03359,-16.7,14.1,9.0,0.1,298.15,
R03360,,,9.0,0.1,298.15,uncertainty is too high
R03361,,,9.0,0.1,298.15,uncertainty is too high
R03362,,,9.0,0.1,298.15,uncertainty is too high
R03363,,,9.0,0.1,298.15,uncertainty is too high
R03364,,,9.0,0.1,298.15,uncertainty is too high
R03365,-332.4,14.9,9.0,0.1,298.15,
R03366,,,9.0,0.1,298.15,uncertainty is too high
R03367,-3.6,18.6,9.0,0.1,298.15,
R03369,-431.4,14.6,9.0,0.1,298.15,
R03370,,,9.0,0.1,298.15,uncertainty is too high
R03371,3.3,38.9,9.0,0.1,298.15,
R03372,3.3,38.9,9.0,0.1,298.15,
R03373,9.2,16.9,9.0,0.1,298.15,
R03374,-3.5,47.9,9.0,0.1,298.15,
R03375,-3.5,15.0,9.0,0.1,298.15,
R03376,,,9.0,0.1,298.15,uncertainty is too high
R03378,,,9.0,0.1,298.15,uncertainty is too high
R03380,,,9.0,0.1,298.15,uncertainty is too high
R03381,-18.9,6.6,9.0,0.1,298.15,
R03383,-42.1,6.7,9.0,0.1,298.15,
R03384,-13.7,31.4,9.0,0.1,298.15,
R03385,-379.6,10.1,9.0,0.1,298.15,
R03386,-380.6,10.2,9.0,0.1,298.15,
R03387,-24.4,6.6,9.0,0.1,298.15,
R03388,26.0,5.3,9.0,0.1,298.15,
R03390,,,9.0,0.1,298.15,uncertainty is too high
R03391,40.0,21.5,9.0,0.1,298.15,
R03392,41.0,21.5,9.0,0.1,298.15,
R03393,-16.3,31.2,9.0,0.1,298.15,
R03394,-11.4,32.2,9.0,0.1,298.15,
R03395,-22.8,54.0,9.0,0.1,298.15,
R03396,,,9.0,0.1,298.15,uncertainty is too high
R03397,,,9.0,0.1,298.15,uncertainty is too high
R03398,,,9.0,0.1,298.15,uncertainty is too high
R03399,,,9.0,0.1,298.15,uncertainty is too high
R03401,10.0,36.4,9.0,0.1,298.15,
R03402,-74.0,25.3,9.0,0.1,298.15,
R03403,,,9.0,0.1,298.15,uncertainty is too high
R03404,,,9.0,0.1,298.15,uncertainty is too high
R03405,,,9.0,0.1,298.15,uncertainty is too high
R03406,,,9.0,0.1,298.15,uncertainty is too high
R03407,,,9.0,0.1,298.15,uncertainty is too high
R03408,,,9.0,0.1,298.15,uncertainty is too high
R03409,,,9.0,0.1,298.15,uncertainty is too high
R03410,,,9.0,0.1,298.15,uncertainty is too high
R03411,,,9.0,0.1,298.15,uncertainty is too high
R03415,,,9.0,0.1,298.15,uncertainty is too high
R03416,,,9.0,0.1,298.15,uncertainty is too high
R03417,,,9.0,0.1,298.15,uncertainty is too high
R03418,-3.5,4.1,9.0,0.1,298.15,
R03421,-12.5,14.9,9.0,0.1,298.15,
R03422,,,9.0,0.1,298.15,uncertainty is too high
R03423,,,9.0,0.1,298.15,uncertainty is too high
R03424,,,9.0,0.1,298.15,uncertainty is too high
R03425,,,9.0,0.1,298.15,uncertainty is too high
R03427,-11.4,32.2,9.0,0.1,298.15,
R03428,-30.2,33.8,9.0,0.1,298.15,
R03429,-30.2,33.8,9.0,0.1,298.15,
R03430,-6.5,33.8,9.0,0.1,298.15,
R03431,21.2,5.8,9.0,0.1,298.15,
R03433,-30.2,33.8,9.0,0.1,298.15,
R03434,-6.5,33.8,9.0,0.1,298.15,
R03435,,,9.0,0.1,298.15,uncertainty is too high
R03437,,,9.0,0.1,298.15,uncertainty is too high
R03438,,,9.0,0.1,298.15,uncertainty is too high
R03439,-345.6,27.6,9.0,0.1,298.15,
R03440,-346.5,27.6,9.0,0.1,298.15,
R03441,,,9.0,0.1,298.15,uncertainty is too high
R03443,-4.2,8.0,9.0,0.1,298.15,
R03444,3.1,8.1,9.0,0.1,298.15,
R03445,-115.8,13.1,9.0,0.1,298.15,
R03446,,,9.0,0.1,298.15,uncertainty is too high
R03447,,,9.0,0.1,298.15,uncertainty is too high
R03448,-28.8,26.6,9.0,0.1,298.15,
R03449,,,9.0,0.1,298.15,uncertainty is too high
R03450,,,9.0,0.1,298.15,uncertainty is too high
R03451,,,9.0,0.1,298.15,uncertainty is too high
R03452,-400.8,74.9,9.0,0.1,298.15,
R03454,,,9.0,0.1,298.15,uncertainty is too high
R03455,,,9.0,0.1,298.15,uncertainty is too high
R03456,,,9.0,0.1,298.15,uncertainty is too high
R03457,-41.7,16.1,9.0,0.1,298.15,
R03458,15.9,24.2,9.0,0.1,298.15,
R03459,,,9.0,0.1,298.15,uncertainty is too high
R03460,-12.3,22.5,9.0,0.1,298.15,
