!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R01624,,,6.0,0.1,298.15,uncertainty is too high
R01625,,,6.0,0.1,298.15,uncertainty is too high
R01626,,,6.0,0.1,298.15,uncertainty is too high
R01627,-131.5,14.0,6.0,0.1,298.15,
R01628,-449.2,14.3,6.0,0.1,298.15,
R01629,-464.9,22.0,6.0,0.1,298.15,
R01630,-465.9,22.0,6.0,0.1,298.15,
R01631,-300.4,12.1,6.0,0.1,298.15,
R01632,-246.7,12.1,6.0,0.1,298.15,
R01633,-34.4,20.1,6.0,0.1,298.15,
R01634,-15.4,17.9,6.0,0.1,298.15,
R01635,-15.2,17.9,6.0,0.1,298.15,
R01636,,,6.0,0.1,298.15,uncertainty is too high
R01637,-204.2,20.3,6.0,0.1,298.15,
R01639,-19.8,4.0,6.0,0.1,298.15,
R01641,4.2,3.8,6.0,0.1,298.15,
R01644,6.0,3.4,6.0,0.1,298.15,
R01645,6.4,5.2,6.0,0.1,298.15,
R01647,-6.4,3.7,6.0,0.1,298.15,
R01648,6.2,2.9,6.0,0.1,298.15,
R01649,-59.3,8.8,6.0,0.1,298.15,
R01650,,,6.0,0.1,298.15,uncertainty is too high
R01651,-24.2,8.2,6.0,0.1,298.15,
R01652,25.2,8.5,6.0,0.1,298.15,
R01654,-24.6,7.4,6.0,0.1,298.15,
R01655,-2.8,1.8,6.0,0.1,298.15,
R01657,-83.6,11.8,6.0,0.1,298.15,
R01658,-68.5,5.4,6.0,0.1,298.15,
R01659,-68.5,5.4,6.0,0.1,298.15,
R01660,-28.6,6.2,6.0,0.1,298.15,
R01662,-29.8,4.6,6.0,0.1,298.15,
R01663,-28.1,4.9,6.0,0.1,298.15,
R01664,-18.1,4.6,6.0,0.1,298.15,
R01665,-6.1,5.8,6.0,0.1,298.15,
R01666,-6.2,16.4,6.0,0.1,298.15,
R01667,-18.2,5.8,6.0,0.1,298.15,
R01668,-31.9,18.0,6.0,0.1,298.15,
R01669,-8.9,4.9,6.0,0.1,298.15,
R01670,-44.4,5.7,6.0,0.1,298.15,
R01675,,,6.0,0.1,298.15,uncertainty is too high
R01676,,,6.0,0.1,298.15,uncertainty is too high
R01677,-2.1,5.4,6.0,0.1,298.15,
R01678,-10.9,2.1,6.0,0.1,298.15,
R01680,,,6.0,0.1,298.15,uncertainty is too high
R01681,,,6.0,0.1,298.15,uncertainty is too high
R01682,,,6.0,0.1,298.15,uncertainty is too high
R01683,,,6.0,0.1,298.15,uncertainty is too high
R01684,,,6.0,0.1,298.15,uncertainty is too high
R01685,,,6.0,0.1,298.15,uncertainty is too high
R01686,,,6.0,0.1,298.15,uncertainty is too high
R01687,,,6.0,0.1,298.15,uncertainty is too high
R01688,27.2,6.6,6.0,0.1,298.15,
R01689,78.1,6.4,6.0,0.1,298.15,
R01690,,,6.0,0.1,298.15,uncertainty is too high
R01694,24.4,5.5,6.0,0.1,298.15,
R01695,-115.8,9.9,6.0,0.1,298.15,
R01696,,,6.0,0.1,298.15,uncertainty is too high
R01697,,,6.0,0.1,298.15,uncertainty is too high
R01698,11.0,1.8,6.0,0.1,298.15,
R01699,,,6.0,0.1,298.15,uncertainty is too high
R01700,,,6.0,0.1,298.15,uncertainty is too high
R01701,,,6.0,0.1,298.15,uncertainty is too high
R01702,,,6.0,0.1,298.15,uncertainty is too high
R01703,-588.7,18.0,6.0,0.1,298.15,
R01704,-24.9,12.2,6.0,0.1,298.15,
R01705,,,6.0,0.1,298.15,uncertainty is too high
R01706,,,6.0,0.1,298.15,uncertainty is too high
R01707,-14.2,14.5,6.0,0.1,298.15,
R01708,35.2,4.1,6.0,0.1,298.15,
R01709,-165.8,8.9,6.0,0.1,298.15,
R01710,-95.4,10.2,6.0,0.1,298.15,
R01711,-105.0,9.3,6.0,0.1,298.15,
R01712,0.3,5.8,6.0,0.1,298.15,
R01713,-3.0,6.0,6.0,0.1,298.15,
R01714,-50.9,25.1,6.0,0.1,298.15,
R01715,-23.1,10.3,6.0,0.1,298.15,
R01716,-16.2,6.0,6.0,0.1,298.15,
R01717,1.0,3.4,6.0,0.1,298.15,
R01718,-8.5,1.7,6.0,0.1,298.15,
R01720,35.5,6.7,6.0,0.1,298.15,
R01721,,,6.0,0.1,298.15,uncertainty is too high
R01722,-3.8,6.2,6.0,0.1,298.15,
R01723,-14.5,6.7,6.0,0.1,298.15,
R01724,6.9,5.8,6.0,0.1,298.15,
R01725,-322.2,11.3,6.0,0.1,298.15,
R01728,-8.9,22.0,6.0,0.1,298.15,
R01730,-7.8,22.0,6.0,0.1,298.15,
R01731,-11.7,39.7,6.0,0.1,298.15,
R01732,0.7,33.7,6.0,0.1,298.15,
R01734,-423.7,25.8,6.0,0.1,298.15,
R01735,-24.1,5.0,6.0,0.1,298.15,
R01736,-24.5,6.0,6.0,0.1,298.15,
R01737,-6.5,6.4,6.0,0.1,298.15,
R01738,31.1,6.5,6.0,0.1,298.15,
R01739,25.1,1.7,6.0,0.1,298.15,
R01740,32.2,6.5,6.0,0.1,298.15,
R01741,-4.4,6.2,6.0,0.1,298.15,
R01742,,,6.0,0.1,298.15,uncertainty is too high
R01745,39.0,3.4,6.0,0.1,298.15,
R01747,40.1,3.4,6.0,0.1,298.15,
R01748,-22.1,1.3,6.0,0.1,298.15,
R01749,54.8,7.6,6.0,0.1,298.15,
R01750,55.8,7.6,6.0,0.1,298.15,
R01751,-19.8,6.8,6.0,0.1,298.15,
R01752,-37.9,3.1,6.0,0.1,298.15,
R01754,1.5,3.2,6.0,0.1,298.15,
R01757,-2.0,4.3,6.0,0.1,298.15,
R01758,20.7,4.8,6.0,0.1,298.15,
R01759,21.7,4.8,6.0,0.1,298.15,
R01760,,,6.0,0.1,298.15,uncertainty is too high
R01761,4.9,3.4,6.0,0.1,298.15,
R01762,-244.4,3.2,6.0,0.1,298.15,
R01763,26.6,2.4,6.0,0.1,298.15,
R01764,-19.4,11.6,6.0,0.1,298.15,
R01766,-3.1,10.3,6.0,0.1,298.15,
R01767,,,6.0,0.1,298.15,uncertainty is too high
R01768,22.6,7.6,6.0,0.1,298.15,
R01769,-116.6,11.2,6.0,0.1,298.15,
R01770,-3.9,3.5,6.0,0.1,298.15,
R01771,-28.8,8.8,6.0,0.1,298.15,
R01773,28.7,3.4,6.0,0.1,298.15,
R01775,29.7,3.4,6.0,0.1,298.15,
R01776,-20.8,9.3,6.0,0.1,298.15,
R01777,-24.6,10.7,6.0,0.1,298.15,
R01778,,,6.0,0.1,298.15,uncertainty is too high
R01779,,,6.0,0.1,298.15,uncertainty is too high
R01780,,,6.0,0.1,298.15,uncertainty is too high
R01781,32.6,4.3,6.0,0.1,298.15,
R01782,14.4,4.3,6.0,0.1,298.15,
R01784,19.8,5.8,6.0,0.1,298.15,
R01785,12.2,4.5,6.0,0.1,298.15,
R01786,-13.3,0.9,6.0,0.1,298.15,
R01787,19.0,2.1,6.0,0.1,298.15,
R01788,-10.9,0.9,6.0,0.1,298.15,
R01790,-329.1,1.6,6.0,0.1,298.15,
R01791,-329.1,1.6,6.0,0.1,298.15,
R01793,,,6.0,0.1,298.15,uncertainty is too high
R01794,,,6.0,0.1,298.15,uncertainty is too high
R01795,,,6.0,0.1,298.15,uncertainty is too high
R01797,,,6.0,0.1,298.15,uncertainty is too high
R01798,,,6.0,0.1,298.15,uncertainty is too high
R01799,,,6.0,0.1,298.15,uncertainty is too high
R01800,,,6.0,0.1,298.15,uncertainty is too high
R01801,,,6.0,0.1,298.15,uncertainty is too high
R01802,,,6.0,0.1,298.15,uncertainty is too high
R01803,,,6.0,0.1,298.15,uncertainty is too high
R01804,64.0,2.1,6.0,0.1,298.15,
R01805,-16.0,9.5,6.0,0.1,298.15,
R01806,8.1,5.6,6.0,0.1,298.15,
R01807,5.4,5.2,6.0,0.1,298.15,
R01808,0.7,5.2,6.0,0.1,298.15,
R01810,,,6.0,0.1,298.15,uncertainty is too high
R01811,7.5,1.7,6.0,0.1,298.15,
R01812,,,6.0,0.1,298.15,uncertainty is too high
R01813,,,6.0,0.1,298.15,uncertainty is too high
R01814,,,6.0,0.1,298.15,uncertainty is too high
R01815,,,6.0,0.1,298.15,uncertainty is too high
R01816,,,6.0,0.1,298.15,uncertainty is too high
R01817,19.3,3.3,6.0,0.1,298.15,
R01818,4.4,3.0,6.0,0.1,298.15,
R01819,-0.7,2.3,6.0,0.1,298.15,
R01821,-310.7,1.9,6.0,0.1,298.15,
R01823,304.3,2.6,6.0,0.1,298.15,
R01824,,,6.0,0.1,298.15,uncertainty is too high
R01825,-29.8,4.4,6.0,0.1,298.15,
R01826,-71.7,4.7,6.0,0.1,298.15,
R01827,-0.4,2.8,6.0,0.1,298.15,
R01829,11.1,5.6,6.0,0.1,298.15,
R01830,9.2,3.8,6.0,0.1,298.15,
R01833,,,6.0,0.1,298.15,uncertainty is too high
R01834,,,6.0,0.1,298.15,uncertainty is too high
R01835,,,6.0,0.1,298.15,uncertainty is too high
R01836,8.9,1.7,6.0,0.1,298.15,
R01837,,,6.0,0.1,298.15,uncertainty is too high
R01838,9.9,1.8,6.0,0.1,298.15,
R01840,,,6.0,0.1,298.15,uncertainty is too high
R01841,,,6.0,0.1,298.15,uncertainty is too high
R01842,,,6.0,0.1,298.15,uncertainty is too high
R01843,-3.0,5.7,6.0,0.1,298.15,
R01844,-5.6,5.0,6.0,0.1,298.15,
R01845,-21.3,5.7,6.0,0.1,298.15,
R01850,,,6.0,0.1,298.15,uncertainty is too high
R01851,-46.3,12.5,6.0,0.1,298.15,
R01853,,,6.0,0.1,298.15,uncertainty is too high
R01854,,,6.0,0.1,298.15,uncertainty is too high
R01855,,,6.0,0.1,298.15,uncertainty is too high
R01856,,,6.0,0.1,298.15,uncertainty is too high
R01857,3.0,4.7,6.0,0.1,298.15,
R01858,,,6.0,0.1,298.15,uncertainty is too high
R01859,1.9,10.4,6.0,0.1,298.15,
R01860,-16.8,12.9,6.0,0.1,298.15,
R01861,,,6.0,0.1,298.15,uncertainty is too high
R01862,,,6.0,0.1,298.15,uncertainty is too high
R01863,11.1,2.1,6.0,0.1,298.15,
R01866,19.9,2.5,6.0,0.1,298.15,
R01867,-50.4,4.7,6.0,0.1,298.15,
R01868,,,6.0,0.1,298.15,uncertainty is too high
R01869,18.9,2.4,6.0,0.1,298.15,
R01870,-18.4,2.6,6.0,0.1,298.15,
R01872,22.4,5.8,6.0,0.1,298.15,
R01873,-39.3,45.1,6.0,0.1,298.15,
R01874,12.5,8.8,6.0,0.1,298.15,
R01875,,,6.0,0.1,298.15,uncertainty is too high
R01876,1.5,2.6,6.0,0.1,298.15,
R01877,-16.4,15.1,6.0,0.1,298.15,
R01878,-19.4,2.2,6.0,0.1,298.15,
R01879,-453.0,17.7,6.0,0.1,298.15,
R01880,,,6.0,0.1,298.15,uncertainty is too high
R01881,18.3,0.4,6.0,0.1,298.15,
R01882,-42.5,0.7,6.0,0.1,298.15,
R01883,,,6.0,0.1,298.15,uncertainty is too high
R01884,2.8,8.4,6.0,0.1,298.15,
R01885,-1.3,7.6,6.0,0.1,298.15,
R01886,0.6,22.4,6.0,0.1,298.15,
R01887,,,6.0,0.1,298.15,uncertainty is too high
R01888,6.6,40.5,6.0,0.1,298.15,
R01889,-14.2,43.9,6.0,0.1,298.15,
R01890,0.3,5.8,6.0,0.1,298.15,
R01891,,,6.0,0.1,298.15,uncertainty is too high
R01892,,,6.0,0.1,298.15,uncertainty is too high
R01895,25.4,2.1,6.0,0.1,298.15,
R01896,25.9,1.9,6.0,0.1,298.15,
R01898,-2.9,3.5,6.0,0.1,298.15,
R01899,27.8,5.2,6.0,0.1,298.15,
R01900,0.6,2.2,6.0,0.1,298.15,
R01901,-18.1,5.0,6.0,0.1,298.15,
R01902,-20.3,5.1,6.0,0.1,298.15,
R01903,35.6,5.1,6.0,0.1,298.15,
R01904,26.5,2.6,6.0,0.1,298.15,
R01905,-11.6,7.7,6.0,0.1,298.15,
R01906,-12.7,4.9,6.0,0.1,298.15,
R01908,-27.9,13.2,6.0,0.1,298.15,
R01909,-6.1,4.3,6.0,0.1,298.15,
R01910,-106.3,9.0,6.0,0.1,298.15,
R01911,18.1,4.3,6.0,0.1,298.15,
R01912,-13.1,5.5,6.0,0.1,298.15,
R01913,-621.7,8.5,6.0,0.1,298.15,
R01914,-91.9,18.7,6.0,0.1,298.15,
R01915,,,6.0,0.1,298.15,uncertainty is too high
R01917,-23.4,21.4,6.0,0.1,298.15,
R01918,-0.9,31.8,6.0,0.1,298.15,
R01919,0.4,29.3,6.0,0.1,298.15,
R01920,,,6.0,0.1,298.15,uncertainty is too high
R01921,32.4,4.1,6.0,0.1,298.15,
R01922,,,6.0,0.1,298.15,uncertainty is too high
R01923,2.3,5.8,6.0,0.1,298.15,
R01924,,,6.0,0.1,298.15,uncertainty is too high
R01925,-1.1,5.8,6.0,0.1,298.15,
R01926,-7.4,21.3,6.0,0.1,298.15,
R01928,-19.5,22.2,6.0,0.1,298.15,
R01929,,,6.0,0.1,298.15,uncertainty is too high
R01930,,,6.0,0.1,298.15,uncertainty is too high
R01931,,,6.0,0.1,298.15,uncertainty is too high
R01932,-31.2,3.2,6.0,0.1,298.15,
R01933,-32.7,7.3,6.0,0.1,298.15,
R01934,9.7,8.5,6.0,0.1,298.15,
R01936,-18.4,9.8,6.0,0.1,298.15,
R01937,94.0,6.4,6.0,0.1,298.15,
R01938,95.1,6.4,6.0,0.1,298.15,
R01939,-0.7,5.8,6.0,0.1,298.15,
R01940,,,6.0,0.1,298.15,uncertainty is too high
R01941,-5.1,18.6,6.0,0.1,298.15,
R01942,,,6.0,0.1,298.15,uncertainty is too high
R01943,-8.4,18.1,6.0,0.1,298.15,
R01944,-24.5,39.8,6.0,0.1,298.15,
R01945,19.4,37.9,6.0,0.1,298.15,
R01946,-2.7,38.0,6.0,0.1,298.15,
R01951,-5.5,6.1,6.0,0.1,298.15,
R01952,,,6.0,0.1,298.15,uncertainty is too high
R01954,8.4,2.9,6.0,0.1,298.15,
R01956,-7.4,13.1,6.0,0.1,298.15,
R01957,-15.4,13.4,6.0,0.1,298.15,
R01959,-26.3,14.6,6.0,0.1,298.15,
R01960,-449.2,16.6,6.0,0.1,298.15,
R01961,-5.4,5.8,6.0,0.1,298.15,
R01962,-156.5,10.4,6.0,0.1,298.15,
R01963,,,6.0,0.1,298.15,uncertainty is too high
R01964,-9.1,6.4,6.0,0.1,298.15,
R01965,-8.5,6.7,6.0,0.1,298.15,
R01966,111.7,3.8,6.0,0.1,298.15,
R01967,,,6.0,0.1,298.15,uncertainty is too high
R01968,-16.8,4.6,6.0,0.1,298.15,
R01969,,,6.0,0.1,298.15,uncertainty is too high
R01971,-8.2,5.8,6.0,0.1,298.15,
R01972,,,6.0,0.1,298.15,uncertainty is too high
R01973,,,6.0,0.1,298.15,uncertainty is too high
R01974,-1.0,6.7,6.0,0.1,298.15,
R01975,23.8,2.4,6.0,0.1,298.15,
R01976,24.8,2.5,6.0,0.1,298.15,
R01977,25.3,7.1,6.0,0.1,298.15,
R01978,11.1,30.5,6.0,0.1,298.15,
R01980,-2.5,3.4,6.0,0.1,298.15,
R01981,-16.7,3.3,6.0,0.1,298.15,
R01982,-611.5,3.5,6.0,0.1,298.15,
R01983,1.4,4.1,6.0,0.1,298.15,
R01984,25.4,5.0,6.0,0.1,298.15,
R01986,-35.1,5.5,6.0,0.1,298.15,
R01987,16.8,4.4,6.0,0.1,298.15,
R01989,41.1,15.0,6.0,0.1,298.15,
R01990,-69.8,12.0,6.0,0.1,298.15,
R01991,-26.0,5.8,6.0,0.1,298.15,
R01992,-1.8,18.3,6.0,0.1,298.15,
R01993,2.2,3.4,6.0,0.1,298.15,
R01994,,,6.0,0.1,298.15,uncertainty is too high
R01995,,,6.0,0.1,298.15,uncertainty is too high
R01996,,,6.0,0.1,298.15,uncertainty is too high
R01997,,,6.0,0.1,298.15,uncertainty is too high
R01998,,,6.0,0.1,298.15,uncertainty is too high
R01999,,,6.0,0.1,298.15,uncertainty is too high
R02000,,,6.0,0.1,298.15,uncertainty is too high
R02002,,,6.0,0.1,298.15,uncertainty is too high
R02003,-70.2,20.4,6.0,0.1,298.15,
R02004,,,6.0,0.1,298.15,uncertainty is too high
R02006,,,6.0,0.1,298.15,uncertainty is too high
R02007,,,6.0,0.1,298.15,uncertainty is too high
R02008,-75.4,21.1,6.0,0.1,298.15,
R02009,-20.6,17.7,6.0,0.1,298.15,
R02010,-252.4,20.7,6.0,0.1,298.15,
R02011,,,6.0,0.1,298.15,uncertainty is too high
R02012,,,6.0,0.1,298.15,uncertainty is too high
R02013,-175.9,19.5,6.0,0.1,298.15,
R02014,51.5,9.7,6.0,0.1,298.15,
R02016,7.4,5.9,6.0,0.1,298.15,
R02017,54.6,8.8,6.0,0.1,298.15,
R02018,50.2,18.5,6.0,0.1,298.15,
R02019,48.9,7.7,6.0,0.1,298.15,
R02020,,,6.0,0.1,298.15,uncertainty is too high
R02021,-37.6,15.6,6.0,0.1,298.15,
R02022,46.1,19.4,6.0,0.1,298.15,
R02023,46.1,19.5,6.0,0.1,298.15,
R02024,50.9,7.6,6.0,0.1,298.15,
R02025,,,6.0,0.1,298.15,uncertainty is too high
R02026,,,6.0,0.1,298.15,uncertainty is too high
R02027,,,6.0,0.1,298.15,uncertainty is too high
R02029,,,6.0,0.1,298.15,uncertainty is too high
R02030,,,6.0,0.1,298.15,uncertainty is too high
R02032,26.5,3.9,6.0,0.1,298.15,
R02034,27.5,3.9,6.0,0.1,298.15,
R02035,-15.4,3.3,6.0,0.1,298.15,
R02036,-43.1,5.1,6.0,0.1,298.15,
R02037,,,6.0,0.1,298.15,uncertainty is too high
R02038,-0.8,5.8,6.0,0.1,298.15,
R02039,,,6.0,0.1,298.15,uncertainty is too high
R02040,,,6.0,0.1,298.15,uncertainty is too high
R02041,,,6.0,0.1,298.15,uncertainty is too high
R02042,,,6.0,0.1,298.15,uncertainty is too high
R02047,27.1,3.4,6.0,0.1,298.15,
R02050,-0.7,4.5,6.0,0.1,298.15,
R02051,,,6.0,0.1,298.15,uncertainty is too high
R02052,,,6.0,0.1,298.15,uncertainty is too high
R02053,,,6.0,0.1,298.15,uncertainty is too high
R02054,,,6.0,0.1,298.15,uncertainty is too high
R02055,,,6.0,0.1,298.15,uncertainty is too high
R02056,,,6.0,0.1,298.15,uncertainty is too high
R02057,,,6.0,0.1,298.15,uncertainty is too high
R02058,-18.2,7.5,6.0,0.1,298.15,
R02059,-6.2,7.5,6.0,0.1,298.15,
R02060,-2.6,3.4,6.0,0.1,298.15,
R02061,-70.2,29.7,6.0,0.1,298.15,
R02063,-198.1,32.5,6.0,0.1,298.15,
R02064,-412.6,52.1,6.0,0.1,298.15,
R02065,-143.3,58.0,6.0,0.1,298.15,
R02068,,,6.0,0.1,298.15,uncertainty is too high
R02071,-7.2,4.9,6.0,0.1,298.15,
R02073,1.4,4.3,6.0,0.1,298.15,
R02075,-245.5,12.5,6.0,0.1,298.15,
R02076,-245.5,12.5,6.0,0.1,298.15,
R02077,-7.4,16.8,6.0,0.1,298.15,
R02078,-453.2,16.3,6.0,0.1,298.15,
R02080,-26.8,17.6,6.0,0.1,298.15,
R02081,18.0,5.2,6.0,0.1,298.15,
R02082,20.1,5.3,6.0,0.1,298.15,
R02083,-15.9,30.7,6.0,0.1,298.15,
R02084,-3.6,5.6,6.0,0.1,298.15,
R02085,3.1,32.1,6.0,0.1,298.15,
R02087,2.2,5.8,6.0,0.1,298.15,
R02088,-18.8,5.0,6.0,0.1,298.15,
R02089,-5.4,5.0,6.0,0.1,298.15,
R02090,-2.9,5.8,6.0,0.1,298.15,
R02091,,,6.0,0.1,298.15,uncertainty is too high
R02092,-18.4,5.8,6.0,0.1,298.15,
R02093,3.5,5.1,6.0,0.1,298.15,
R02094,-5.9,5.8,6.0,0.1,298.15,
R02095,-27.8,5.1,6.0,0.1,298.15,
R02096,-10.4,6.3,6.0,0.1,298.15,
R02097,-15.4,8.1,6.0,0.1,298.15,
R02098,-3.3,16.9,6.0,0.1,298.15,
R02099,-8.3,16.3,6.0,0.1,298.15,
R02100,-32.6,17.8,6.0,0.1,298.15,
R02101,-41.4,16.9,6.0,0.1,298.15,
R02102,-16.0,16.3,6.0,0.1,298.15,
R02103,-15.5,9.1,6.0,0.1,298.15,
R02106,32.0,26.0,6.0,0.1,298.15,
R02107,-154.7,12.3,6.0,0.1,298.15,
R02108,,,6.0,0.1,298.15,uncertainty is too high
R02109,,,6.0,0.1,298.15,uncertainty is too high
R02110,,,6.0,0.1,298.15,uncertainty is too high
R02111,,,6.0,0.1,298.15,uncertainty is too high
R02112,,,6.0,0.1,298.15,uncertainty is too high
R02113,-9.0,171.5,6.0,0.1,298.15,
R02114,,,6.0,0.1,298.15,uncertainty is too high
R02115,,,6.0,0.1,298.15,uncertainty is too high
R02116,1256.9,91.7,6.0,0.1,298.15,
R02118,-16.5,17.4,6.0,0.1,298.15,
R02119,-18.7,17.4,6.0,0.1,298.15,
R02120,304.3,2.6,6.0,0.1,298.15,
R02122,,,6.0,0.1,298.15,uncertainty is too high
R02123,-27.0,5.0,6.0,0.1,298.15,
R02124,17.1,3.4,6.0,0.1,298.15,
R02125,-166.2,9.6,6.0,0.1,298.15,
R02126,7.7,5.8,6.0,0.1,298.15,
R02127,,,6.0,0.1,298.15,uncertainty is too high
R02128,,,6.0,0.1,298.15,uncertainty is too high
R02129,-33.8,8.2,6.0,0.1,298.15,
R02130,,,6.0,0.1,298.15,uncertainty is too high
R02131,,,6.0,0.1,298.15,uncertainty is too high
R02132,,,6.0,0.1,298.15,uncertainty is too high
R02133,,,6.0,0.1,298.15,uncertainty is too high
R02134,,,6.0,0.1,298.15,uncertainty is too high
R02135,,,6.0,0.1,298.15,uncertainty is too high
R02136,-19.1,4.4,6.0,0.1,298.15,
R02137,2.9,5.0,6.0,0.1,298.15,
R02138,-5.3,42.7,6.0,0.1,298.15,
R02139,41.8,16.3,6.0,0.1,298.15,
R02141,7.2,12.6,6.0,0.1,298.15,
R02142,21.3,12.6,6.0,0.1,298.15,
R02143,-2.1,6.8,6.0,0.1,298.15,
R02144,,,6.0,0.1,298.15,uncertainty is too high
R02145,,,6.0,0.1,298.15,uncertainty is too high
R02147,12.8,4.1,6.0,0.1,298.15,
R02148,,,6.0,0.1,298.15,uncertainty is too high
R02150,-98.6,18.0,6.0,0.1,298.15,
R02152,-23.0,16.8,6.0,0.1,298.15,
R02155,,,6.0,0.1,298.15,uncertainty is too high
R02156,,,6.0,0.1,298.15,uncertainty is too high
R02157,,,6.0,0.1,298.15,uncertainty is too high
R02158,,,6.0,0.1,298.15,uncertainty is too high
R02159,,,6.0,0.1,298.15,uncertainty is too high
R02160,,,6.0,0.1,298.15,uncertainty is too high
R02161,,,6.0,0.1,298.15,uncertainty is too high
R02163,90.5,5.9,6.0,0.1,298.15,
R02164,-21.2,7.1,6.0,0.1,298.15,
R02165,-66.6,10.2,6.0,0.1,298.15,
R02166,,,6.0,0.1,298.15,uncertainty is too high
R02167,-12.1,3.5,6.0,0.1,298.15,
R02168,-15.1,7.3,6.0,0.1,298.15,
R02170,,,6.0,0.1,298.15,uncertainty is too high
R02171,-5.5,20.5,6.0,0.1,298.15,
R02172,9.2,20.6,6.0,0.1,298.15,
R02173,-94.3,18.9,6.0,0.1,298.15,
R02174,,,6.0,0.1,298.15,uncertainty is too high
R02175,,,6.0,0.1,298.15,uncertainty is too high
R02177,13.1,31.8,6.0,0.1,298.15,
R02178,-410.6,32.1,6.0,0.1,298.15,
R02179,-9.0,32.5,6.0,0.1,298.15,
R02180,,,6.0,0.1,298.15,uncertainty is too high
R02181,,,6.0,0.1,298.15,uncertainty is too high
R02182,,,6.0,0.1,298.15,uncertainty is too high
R02183,,,6.0,0.1,298.15,uncertainty is too high
R02184,871.5,1.1,6.0,0.1,298.15,
R02185,-884.9,1.3,6.0,0.1,298.15,
R02186,872.9,42.9,6.0,0.1,298.15,
R02187,-884.9,1.3,6.0,0.1,298.15,
R02188,853.9,1.4,6.0,0.1,298.15,
R02189,-884.9,1.3,6.0,0.1,298.15,
R02190,,,6.0,0.1,298.15,uncertainty is too high
R02191,,,6.0,0.1,298.15,uncertainty is too high
R02192,,,6.0,0.1,298.15,uncertainty is too high
R02193,1.2,3.4,6.0,0.1,298.15,
R02194,-8.4,18.3,6.0,0.1,298.15,
R02195,19.4,38.4,6.0,0.1,298.15,
R02196,39.0,6.9,6.0,0.1,298.15,
R02197,-100.1,10.7,6.0,0.1,298.15,
R02199,-4.7,6.9,6.0,0.1,298.15,
R02200,7.9,10.3,6.0,0.1,298.15,
R02201,28.0,2.5,6.0,0.1,298.15,
R02203,29.1,2.4,6.0,0.1,298.15,
R02204,-78.1,15.9,6.0,0.1,298.15,
R02205,32.6,14.8,6.0,0.1,298.15,
R02206,,,6.0,0.1,298.15,uncertainty is too high
R02207,,,6.0,0.1,298.15,uncertainty is too high
R02208,,,6.0,0.1,298.15,uncertainty is too high
R02209,,,6.0,0.1,298.15,uncertainty is too high
R02210,,,6.0,0.1,298.15,uncertainty is too high
R02211,,,6.0,0.1,298.15,uncertainty is too high
R02212,,,6.0,0.1,298.15,uncertainty is too high
R02213,,,6.0,0.1,298.15,uncertainty is too high
R02214,,,6.0,0.1,298.15,uncertainty is too high
R02215,,,6.0,0.1,298.15,uncertainty is too high
R02216,,,6.0,0.1,298.15,uncertainty is too high
R02218,,,6.0,0.1,298.15,uncertainty is too high
R02219,,,6.0,0.1,298.15,uncertainty is too high
R02220,-5.0,30.1,6.0,0.1,298.15,
R02221,-5.5,4.6,6.0,0.1,298.15,
R02222,,,6.0,0.1,298.15,uncertainty is too high
R02223,-85.9,43.6,6.0,0.1,298.15,
R02224,-87.9,43.6,6.0,0.1,298.15,
R02225,4.8,53.9,6.0,0.1,298.15,
R02226,,,6.0,0.1,298.15,uncertainty is too high
R02227,5.0,53.9,6.0,0.1,298.15,
R02228,-29.1,53.9,6.0,0.1,298.15,
R02229,-14.3,2.9,6.0,0.1,298.15,
R02231,-367.6,16.0,6.0,0.1,298.15,
R02232,-10.6,45.0,6.0,0.1,298.15,
R02233,-117.5,32.4,6.0,0.1,298.15,
R02234,,,6.0,0.1,298.15,uncertainty is too high
R02235,27.4,6.2,6.0,0.1,298.15,
R02236,28.4,6.2,6.0,0.1,298.15,
R02237,,,6.0,0.1,298.15,uncertainty is too high
R02238,-17.6,6.7,6.0,0.1,298.15,
R02239,,,6.0,0.1,298.15,uncertainty is too high
R02240,,,6.0,0.1,298.15,uncertainty is too high
R02241,,,6.0,0.1,298.15,uncertainty is too high
R02242,,,6.0,0.1,298.15,uncertainty is too high
R02243,-22.5,7.2,6.0,0.1,298.15,
R02244,3.5,5.5,6.0,0.1,298.15,
R02245,-10.5,6.0,6.0,0.1,298.15,
R02246,89.9,6.1,6.0,0.1,298.15,
R02247,91.0,6.1,6.0,0.1,298.15,
R02248,,,6.0,0.1,298.15,uncertainty is too high
R02249,,,6.0,0.1,298.15,uncertainty is too high
R02250,,,6.0,0.1,298.15,uncertainty is too high
R02251,,,6.0,0.1,298.15,uncertainty is too high
R02252,63.4,8.1,6.0,0.1,298.15,
R02253,-443.5,10.7,6.0,0.1,298.15,
R02254,-443.5,10.7,6.0,0.1,298.15,
R02255,-2.8,9.2,6.0,0.1,298.15,
R02256,3.0,10.6,6.0,0.1,298.15,
R02257,38.2,3.0,6.0,0.1,298.15,
R02258,36.1,4.0,6.0,0.1,298.15,
R02259,39.3,2.9,6.0,0.1,298.15,
R02260,17.5,4.2,6.0,0.1,298.15,
R02261,18.0,4.6,6.0,0.1,298.15,
