!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R02726,,,5.0,0.1,298.15,uncertainty is too high
R02727,8.2,2.4,5.0,0.1,298.15,
R02728,-7.6,1.5,5.0,0.1,298.15,
R02729,-16.1,4.1,5.0,0.1,298.15,
R02730,-15.4,10.2,5.0,0.1,298.15,
R02731,-39.5,5.9,5.0,0.1,298.15,
R02732,15.4,5.9,5.0,0.1,298.15,
R02733,-2.6,10.3,5.0,0.1,298.15,
R02734,8.5,7.3,5.0,0.1,298.15,
R02735,-1.7,5.8,5.0,0.1,298.15,
R02736,9.6,2.6,5.0,0.1,298.15,
R02737,-12.3,3.7,5.0,0.1,298.15,
R02738,,,5.0,0.1,298.15,uncertainty is too high
R02739,,,5.0,0.1,298.15,uncertainty is too high
R02740,2.5,0.8,5.0,0.1,298.15,
R02741,-21.6,18.8,5.0,0.1,298.15,
R02742,33.0,20.9,5.0,0.1,298.15,
R02743,-14.2,11.2,5.0,0.1,298.15,
R02744,,,5.0,0.1,298.15,uncertainty is too high
R02745,,,5.0,0.1,298.15,uncertainty is too high
R02746,,,5.0,0.1,298.15,uncertainty is too high
R02747,,,5.0,0.1,298.15,uncertainty is too high
R02748,12.2,3.4,5.0,0.1,298.15,
R02749,-28.3,6.7,5.0,0.1,298.15,
R02750,27.8,4.8,5.0,0.1,298.15,
R02751,,,5.0,0.1,298.15,uncertainty is too high
R02752,-41.9,6.5,5.0,0.1,298.15,
R02754,21.8,5.5,5.0,0.1,298.15,
R02755,44.6,4.7,5.0,0.1,298.15,
R02756,,,5.0,0.1,298.15,uncertainty is too high
R02757,,,5.0,0.1,298.15,uncertainty is too high
R02758,,,5.0,0.1,298.15,uncertainty is too high
R02760,,,5.0,0.1,298.15,uncertainty is too high
R02762,-15.0,8.5,5.0,0.1,298.15,
R02763,26.1,11.4,5.0,0.1,298.15,
R02764,-25.0,8.9,5.0,0.1,298.15,
R02765,0.0,5.8,5.0,0.1,298.15,
R02766,,,5.0,0.1,298.15,uncertainty is too high
R02767,,,5.0,0.1,298.15,uncertainty is too high
R02768,,,5.0,0.1,298.15,uncertainty is too high
R02769,,,5.0,0.1,298.15,uncertainty is too high
R02770,,,5.0,0.1,298.15,uncertainty is too high
R02772,2.0,23.8,5.0,0.1,298.15,
R02773,-1.2,5.8,5.0,0.1,298.15,
R02776,19.6,22.2,5.0,0.1,298.15,
R02777,19.6,22.2,5.0,0.1,298.15,
R02778,-10.3,4.4,5.0,0.1,298.15,
R02780,,,5.0,0.1,298.15,uncertainty is too high
R02781,11.4,31.3,5.0,0.1,298.15,
R02782,,,5.0,0.1,298.15,uncertainty is too high
R02783,-23.2,30.3,5.0,0.1,298.15,
R02786,-25.2,34.3,5.0,0.1,298.15,
R02788,-25.4,34.5,5.0,0.1,298.15,
R02789,,,5.0,0.1,298.15,uncertainty is too high
R02790,,,5.0,0.1,298.15,uncertainty is too high
R02791,,,5.0,0.1,298.15,uncertainty is too high
R02792,,,5.0,0.1,298.15,uncertainty is too high
R02793,,,5.0,0.1,298.15,uncertainty is too high
R02794,,,5.0,0.1,298.15,uncertainty is too high
R02797,,,5.0,0.1,298.15,uncertainty is too high
R02798,,,5.0,0.1,298.15,uncertainty is too high
R02799,19.5,36.7,5.0,0.1,298.15,
R02800,33.8,37.7,5.0,0.1,298.15,
R02801,-31.4,38.2,5.0,0.1,298.15,
R02802,,,5.0,0.1,298.15,uncertainty is too high
R02804,,,5.0,0.1,298.15,uncertainty is too high
R02805,-30.6,30.9,5.0,0.1,298.15,
R02806,,,5.0,0.1,298.15,uncertainty is too high
R02807,,,5.0,0.1,298.15,uncertainty is too high
R02808,,,5.0,0.1,298.15,uncertainty is too high
R02809,,,5.0,0.1,298.15,uncertainty is too high
R02810,,,5.0,0.1,298.15,uncertainty is too high
R02811,,,5.0,0.1,298.15,uncertainty is too high
R02813,0.5,22.2,5.0,0.1,298.15,
R02814,,,5.0,0.1,298.15,uncertainty is too high
R02815,,,5.0,0.1,298.15,uncertainty is too high
R02816,,,5.0,0.1,298.15,uncertainty is too high
R02817,,,5.0,0.1,298.15,uncertainty is too high
R02818,173.5,6.9,5.0,0.1,298.15,
R02819,,,5.0,0.1,298.15,uncertainty is too high
R02820,,,5.0,0.1,298.15,uncertainty is too high
R02821,,,5.0,0.1,298.15,uncertainty is too high
R02822,,,5.0,0.1,298.15,uncertainty is too high
R02823,,,5.0,0.1,298.15,uncertainty is too high
R02824,,,5.0,0.1,298.15,uncertainty is too high
R02825,38.6,18.2,5.0,0.1,298.15,
R02826,,,5.0,0.1,298.15,uncertainty is too high
R02827,,,5.0,0.1,298.15,uncertainty is too high
R02828,,,5.0,0.1,298.15,uncertainty is too high
R02829,,,5.0,0.1,298.15,uncertainty is too high
R02830,-454.2,21.2,5.0,0.1,298.15,
R02831,-22.4,17.8,5.0,0.1,298.15,
R02832,,,5.0,0.1,298.15,uncertainty is too high
R02833,-518.9,11.8,5.0,0.1,298.15,
R02834,,,5.0,0.1,298.15,uncertainty is too high
R02836,,,5.0,0.1,298.15,uncertainty is too high
R02837,,,5.0,0.1,298.15,uncertainty is too high
R02838,,,5.0,0.1,298.15,uncertainty is too high
R02839,,,5.0,0.1,298.15,uncertainty is too high
R02840,,,5.0,0.1,298.15,uncertainty is too high
R02841,,,5.0,0.1,298.15,uncertainty is too high
R02843,,,5.0,0.1,298.15,uncertainty is too high
R02846,,,5.0,0.1,298.15,uncertainty is too high
R02847,,,5.0,0.1,298.15,uncertainty is too high
R02851,,,5.0,0.1,298.15,uncertainty is too high
R02852,-0.2,5.5,5.0,0.1,298.15,
R02853,-17.2,7.2,5.0,0.1,298.15,
R02854,,,5.0,0.1,298.15,uncertainty is too high
R02855,34.8,3.5,5.0,0.1,298.15,
R02856,36.2,3.6,5.0,0.1,298.15,
R02857,,,5.0,0.1,298.15,uncertainty is too high
R02858,,,5.0,0.1,298.15,uncertainty is too high
R02859,,,5.0,0.1,298.15,uncertainty is too high
R02860,,,5.0,0.1,298.15,uncertainty is too high
R02861,,,5.0,0.1,298.15,uncertainty is too high
R02862,,,5.0,0.1,298.15,uncertainty is too high
R02863,,,5.0,0.1,298.15,uncertainty is too high
R02864,,,5.0,0.1,298.15,uncertainty is too high
R02865,-14.0,4.0,5.0,0.1,298.15,
R02866,-10.1,4.0,5.0,0.1,298.15,
R02867,-17.5,4.9,5.0,0.1,298.15,
R02868,-17.1,4.8,5.0,0.1,298.15,
R02869,,,5.0,0.1,298.15,uncertainty is too high
R02872,-23.0,57.9,5.0,0.1,298.15,
R02873,,,5.0,0.1,298.15,uncertainty is too high
R02874,-431.4,56.0,5.0,0.1,298.15,
R02875,,,5.0,0.1,298.15,uncertainty is too high
R02876,,,5.0,0.1,298.15,uncertainty is too high
R02877,-110.4,19.1,5.0,0.1,298.15,
R02878,36.9,5.8,5.0,0.1,298.15,
R02879,,,5.0,0.1,298.15,uncertainty is too high
R02880,,,5.0,0.1,298.15,uncertainty is too high
R02882,,,5.0,0.1,298.15,uncertainty is too high
R02884,,,5.0,0.1,298.15,uncertainty is too high
R02885,,,5.0,0.1,298.15,uncertainty is too high
R02886,-759.5,4.6,5.0,0.1,298.15,
R02887,-386.2,1.6,5.0,0.1,298.15,
R02888,-366.3,1.9,5.0,0.1,298.15,
R02889,364.2,3.0,5.0,0.1,298.15,
R02890,-361.7,6.7,5.0,0.1,298.15,
R02892,,,5.0,0.1,298.15,uncertainty is too high
R02893,,,5.0,0.1,298.15,uncertainty is too high
R02894,-104.3,25.8,5.0,0.1,298.15,
R02895,77.2,24.6,5.0,0.1,298.15,
R02896,24.2,5.3,5.0,0.1,298.15,
R02897,-57.8,43.0,5.0,0.1,298.15,
R02898,103.3,21.7,5.0,0.1,298.15,
R02899,,,5.0,0.1,298.15,uncertainty is too high
R02901,-34.8,33.4,5.0,0.1,298.15,
R02902,-8.5,42.1,5.0,0.1,298.15,
R02903,,,5.0,0.1,298.15,uncertainty is too high
R02904,,,5.0,0.1,298.15,uncertainty is too high
R02905,,,5.0,0.1,298.15,uncertainty is too high
R02906,-25.6,46.3,5.0,0.1,298.15,
R02907,-56.4,42.6,5.0,0.1,298.15,
R02908,-94.4,22.2,5.0,0.1,298.15,
R02909,-327.1,19.2,5.0,0.1,298.15,
R02910,,,5.0,0.1,298.15,uncertainty is too high
R02911,-20.0,21.0,5.0,0.1,298.15,
R02912,-26.8,20.9,5.0,0.1,298.15,
R02914,1.0,2.6,5.0,0.1,298.15,
R02915,100.9,56.9,5.0,0.1,298.15,
R02917,,,5.0,0.1,298.15,uncertainty is too high
R02918,,,5.0,0.1,298.15,uncertainty is too high
R02919,-87.9,20.8,5.0,0.1,298.15,
R02920,,,5.0,0.1,298.15,uncertainty is too high
R02921,-8.3,4.9,5.0,0.1,298.15,
R02922,28.3,14.2,5.0,0.1,298.15,
R02923,-101.7,21.2,5.0,0.1,298.15,
R02924,,,5.0,0.1,298.15,uncertainty is too high
R02925,-13.4,7.8,5.0,0.1,298.15,
R02926,1.6,5.8,5.0,0.1,298.15,
R02927,-4.6,4.1,5.0,0.1,298.15,
R02928,23.4,5.8,5.0,0.1,298.15,
R02929,-28.9,8.0,5.0,0.1,298.15,
R02930,4.8,8.0,5.0,0.1,298.15,
R02931,,,5.0,0.1,298.15,uncertainty is too high
R02932,,,5.0,0.1,298.15,uncertainty is too high
R02933,-9.7,5.5,5.0,0.1,298.15,
R02934,,,5.0,0.1,298.15,uncertainty is too high
R02935,12.6,10.7,5.0,0.1,298.15,
R02936,14.0,10.8,5.0,0.1,298.15,
R02937,-15.3,11.1,5.0,0.1,298.15,
R02938,-13.5,6.2,5.0,0.1,298.15,
R02940,,,5.0,0.1,298.15,uncertainty is too high
R02941,-13.7,10.4,5.0,0.1,298.15,
R02942,-57.7,10.2,5.0,0.1,298.15,
R02943,-70.7,18.4,5.0,0.1,298.15,
R02944,,,5.0,0.1,298.15,uncertainty is too high
R02945,,,5.0,0.1,298.15,uncertainty is too high
R02946,27.6,4.1,5.0,0.1,298.15,
R02947,-27.3,8.3,5.0,0.1,298.15,
R02948,-27.3,8.3,5.0,0.1,298.15,
R02949,2.4,2.3,5.0,0.1,298.15,
R02950,-404.4,19.6,5.0,0.1,298.15,
R02951,-57.7,13.7,5.0,0.1,298.15,
R02952,-27.0,13.4,5.0,0.1,298.15,
R02953,,,5.0,0.1,298.15,uncertainty is too high
R02954,,,5.0,0.1,298.15,uncertainty is too high
R02955,-6.0,5.3,5.0,0.1,298.15,
R02956,-4.3,5.5,5.0,0.1,298.15,
R02957,-24.6,6.8,5.0,0.1,298.15,
R02959,,,5.0,0.1,298.15,uncertainty is too high
R02960,,,5.0,0.1,298.15,uncertainty is too high
R02961,,,5.0,0.1,298.15,uncertainty is too high
R02962,-44.4,26.7,5.0,0.1,298.15,
R02963,1.9,31.0,5.0,0.1,298.15,
R02964,-60.4,5.9,5.0,0.1,298.15,
R02965,-83.2,8.2,5.0,0.1,298.15,
R02968,-368.1,28.2,5.0,0.1,298.15,
R02969,32.9,5.8,5.0,0.1,298.15,
R02970,-8.3,5.9,5.0,0.1,298.15,
R02971,3.5,22.9,5.0,0.1,298.15,
R02972,-39.0,23.4,5.0,0.1,298.15,
R02973,6.0,22.6,5.0,0.1,298.15,
R02974,,,5.0,0.1,298.15,uncertainty is too high
R02975,26.6,1.9,5.0,0.1,298.15,
R02976,-7.0,21.8,5.0,0.1,298.15,
R02978,33.8,21.5,5.0,0.1,298.15,
R02979,34.7,22.0,5.0,0.1,298.15,
R02980,,,5.0,0.1,298.15,uncertainty is too high
R02982,,,5.0,0.1,298.15,uncertainty is too high
R02983,21.4,4.6,5.0,0.1,298.15,
R02984,-0.2,3.8,5.0,0.1,298.15,
R02985,,,5.0,0.1,298.15,uncertainty is too high
R02986,,,5.0,0.1,298.15,uncertainty is too high
R02987,,,5.0,0.1,298.15,uncertainty is too high
R02988,75.1,6.9,5.0,0.1,298.15,
R02989,76.5,6.9,5.0,0.1,298.15,
R02990,,,5.0,0.1,298.15,uncertainty is too high
R02991,20.6,10.9,5.0,0.1,298.15,
R02992,-6.5,16.0,5.0,0.1,298.15,
R02993,34.8,14.2,5.0,0.1,298.15,
R02994,,,5.0,0.1,298.15,uncertainty is too high
R02995,,,5.0,0.1,298.15,uncertainty is too high
R02997,-33.2,41.2,5.0,0.1,298.15,
R02998,-22.5,42.3,5.0,0.1,298.15,
R02999,,,5.0,0.1,298.15,uncertainty is too high
R03001,-7.2,15.5,5.0,0.1,298.15,
R03003,,,5.0,0.1,298.15,uncertainty is too high
R03004,-0.2,19.7,5.0,0.1,298.15,
R03005,-25.8,9.0,5.0,0.1,298.15,
R03006,,,5.0,0.1,298.15,uncertainty is too high
R03008,,,5.0,0.1,298.15,uncertainty is too high
R03009,,,5.0,0.1,298.15,uncertainty is too high
R03012,24.8,16.6,5.0,0.1,298.15,
R03013,-7.3,4.2,5.0,0.1,298.15,
R03014,3.4,5.4,5.0,0.1,298.15,
R03015,,,5.0,0.1,298.15,uncertainty is too high
R03016,,,5.0,0.1,298.15,uncertainty is too high
R03017,,,5.0,0.1,298.15,uncertainty is too high
R03018,-4.0,8.1,5.0,0.1,298.15,
R03019,,,5.0,0.1,298.15,uncertainty is too high
R03020,,,5.0,0.1,298.15,uncertainty is too high
R03021,32.6,21.8,5.0,0.1,298.15,
R03022,32.6,21.8,5.0,0.1,298.15,
R03023,,,5.0,0.1,298.15,uncertainty is too high
R03024,,,5.0,0.1,298.15,uncertainty is too high
R03025,-27.3,8.2,5.0,0.1,298.15,
R03026,1.6,3.4,5.0,0.1,298.15,
R03027,2.0,5.8,5.0,0.1,298.15,
R03028,-33.5,31.8,5.0,0.1,298.15,
R03030,0.7,30.8,5.0,0.1,298.15,
R03031,-7.7,31.4,5.0,0.1,298.15,
R03032,-41.9,4.2,5.0,0.1,298.15,
R03033,-41.9,4.9,5.0,0.1,298.15,
R03034,-7.4,4.7,5.0,0.1,298.15,
R03035,-28.9,26.5,5.0,0.1,298.15,
R03036,2.9,10.1,5.0,0.1,298.15,
R03037,-43.8,5.5,5.0,0.1,298.15,
R03038,,,5.0,0.1,298.15,uncertainty is too high
R03039,,,5.0,0.1,298.15,uncertainty is too high
R03040,21.3,5.7,5.0,0.1,298.15,
R03043,,,5.0,0.1,298.15,uncertainty is too high
R03044,,,5.0,0.1,298.15,uncertainty is too high
R03045,-0.2,30.8,5.0,0.1,298.15,
R03046,13.2,31.3,5.0,0.1,298.15,
R03048,44.0,43.4,5.0,0.1,298.15,
R03049,-6.2,47.9,5.0,0.1,298.15,
R03050,,,5.0,0.1,298.15,uncertainty is too high
R03051,-33.9,6.5,5.0,0.1,298.15,
R03052,0.0,6.9,5.0,0.1,298.15,
R03053,-7.6,5.3,5.0,0.1,298.15,
R03054,-36.3,12.2,5.0,0.1,298.15,
R03055,13.4,12.0,5.0,0.1,298.15,
R03056,-15.1,48.2,5.0,0.1,298.15,
R03057,25.4,29.7,5.0,0.1,298.15,
R03058,,,5.0,0.1,298.15,uncertainty is too high
R03059,-0.3,31.0,5.0,0.1,298.15,
R03060,,,5.0,0.1,298.15,uncertainty is too high
R03062,,,5.0,0.1,298.15,uncertainty is too high
R03063,,,5.0,0.1,298.15,uncertainty is too high
R03064,,,5.0,0.1,298.15,uncertainty is too high
R03065,,,5.0,0.1,298.15,uncertainty is too high
R03066,,,5.0,0.1,298.15,uncertainty is too high
R03067,,,5.0,0.1,298.15,uncertainty is too high
R03069,-1.1,4.1,5.0,0.1,298.15,
R03070,-7.5,5.8,5.0,0.1,298.15,
R03071,,,5.0,0.1,298.15,uncertainty is too high
R03072,,,5.0,0.1,298.15,uncertainty is too high
R03073,,,5.0,0.1,298.15,uncertainty is too high
R03075,,,5.0,0.1,298.15,uncertainty is too high
R03076,,,5.0,0.1,298.15,uncertainty is too high
R03077,-9.0,5.2,5.0,0.1,298.15,
R03078,264.3,3.5,5.0,0.1,298.15,
R03079,,,5.0,0.1,298.15,uncertainty is too high
R03080,34.9,3.2,5.0,0.1,298.15,
R03081,15.3,5.1,5.0,0.1,298.15,
R03082,7.1,4.6,5.0,0.1,298.15,
R03083,-137.7,15.6,5.0,0.1,298.15,
R03084,-5.3,4.1,5.0,0.1,298.15,
R03086,,,5.0,0.1,298.15,uncertainty is too high
R03087,,,5.0,0.1,298.15,uncertainty is too high
R03088,-454.9,7.7,5.0,0.1,298.15,
R03089,-422.4,6.8,5.0,0.1,298.15,
R03090,-456.3,7.7,5.0,0.1,298.15,
R03091,-60.2,9.0,5.0,0.1,298.15,
R03092,-464.3,20.8,5.0,0.1,298.15,
R03093,,,5.0,0.1,298.15,uncertainty is too high
R03094,-7.4,17.6,5.0,0.1,298.15,
R03095,-37.1,17.4,5.0,0.1,298.15,
R03096,-12.9,17.3,5.0,0.1,298.15,
R03097,-326.4,15.9,5.0,0.1,298.15,
R03098,,,5.0,0.1,298.15,uncertainty is too high
R03102,-17.2,7.3,5.0,0.1,298.15,
R03103,-15.8,7.3,5.0,0.1,298.15,
R03104,32.5,13.3,5.0,0.1,298.15,
R03105,,,5.0,0.1,298.15,uncertainty is too high
R03106,-67.8,10.7,5.0,0.1,298.15,
R03107,,,5.0,0.1,298.15,uncertainty is too high
R03109,,,5.0,0.1,298.15,uncertainty is too high
R03110,,,5.0,0.1,298.15,uncertainty is too high
R03111,,,5.0,0.1,298.15,uncertainty is too high
R03112,,,5.0,0.1,298.15,uncertainty is too high
R03114,19.6,24.8,5.0,0.1,298.15,
R03115,-386.2,1.6,5.0,0.1,298.15,
R03116,-366.3,1.9,5.0,0.1,298.15,
R03118,364.2,3.0,5.0,0.1,298.15,
R03119,34.9,3.6,5.0,0.1,298.15,
R03120,,,5.0,0.1,298.15,uncertainty is too high
R03121,,,5.0,0.1,298.15,uncertainty is too high
R03122,,,5.0,0.1,298.15,uncertainty is too high
R03123,19.6,46.2,5.0,0.1,298.15,
R03124,-455.6,50.8,5.0,0.1,298.15,
R03125,-911.2,55.7,5.0,0.1,298.15,
R03126,,,5.0,0.1,298.15,uncertainty is too high
R03127,-8.9,8.8,5.0,0.1,298.15,
R03128,12.5,7.1,5.0,0.1,298.15,
R03129,,,5.0,0.1,298.15,uncertainty is too high
R03130,,,5.0,0.1,298.15,uncertainty is too high
R03131,1.0,7.2,5.0,0.1,298.15,
R03132,,,5.0,0.1,298.15,uncertainty is too high
R03133,-5.1,17.8,5.0,0.1,298.15,
R03134,,,5.0,0.1,298.15,uncertainty is too high
R03135,,,5.0,0.1,298.15,uncertainty is too high
R03136,,,5.0,0.1,298.15,uncertainty is too high
R03137,,,5.0,0.1,298.15,uncertainty is too high
R03138,,,5.0,0.1,298.15,uncertainty is too high
R03139,-93.9,10.2,5.0,0.1,298.15,
R03140,-499.4,8.3,5.0,0.1,298.15,
R03141,-1810.5,16.7,5.0,0.1,298.15,
R03142,,,5.0,0.1,298.15,uncertainty is too high
R03143,,,5.0,0.1,298.15,uncertainty is too high
R03145,-150.5,8.6,5.0,0.1,298.15,
R03146,,,5.0,0.1,298.15,uncertainty is too high
R03147,,,5.0,0.1,298.15,uncertainty is too high
R03149,,,5.0,0.1,298.15,uncertainty is too high
R03150,,,5.0,0.1,298.15,uncertainty is too high
R03151,,,5.0,0.1,298.15,uncertainty is too high
R03153,-4.3,3.9,5.0,0.1,298.15,
R03154,-2.6,4.5,5.0,0.1,298.15,
R03155,19.6,13.3,5.0,0.1,298.15,
R03156,,,5.0,0.1,298.15,uncertainty is too high
R03157,-1.3,30.3,5.0,0.1,298.15,
R03158,25.4,6.4,5.0,0.1,298.15,
R03161,0.1,4.1,5.0,0.1,298.15,
R03162,,,5.0,0.1,298.15,uncertainty is too high
R03163,5.5,5.8,5.0,0.1,298.15,
R03164,-76.7,13.2,5.0,0.1,298.15,
R03165,,,5.0,0.1,298.15,uncertainty is too high
R03166,,,5.0,0.1,298.15,uncertainty is too high
R03167,,,5.0,0.1,298.15,uncertainty is too high
R03168,,,5.0,0.1,298.15,uncertainty is too high
R03169,71.2,32.9,5.0,0.1,298.15,
R03171,-26.0,8.4,5.0,0.1,298.15,
R03172,,,5.0,0.1,298.15,uncertainty is too high
R03173,,,5.0,0.1,298.15,uncertainty is too high
R03174,,,5.0,0.1,298.15,uncertainty is too high
R03175,,,5.0,0.1,298.15,uncertainty is too high
R03176,,,5.0,0.1,298.15,uncertainty is too high
R03177,-12.9,19.1,5.0,0.1,298.15,
R03178,-25.2,19.8,5.0,0.1,298.15,
R03180,-11.4,19.9,5.0,0.1,298.15,
R03181,-0.0,11.1,5.0,0.1,298.15,
R03182,35.0,14.1,5.0,0.1,298.15,
R03183,36.3,8.3,5.0,0.1,298.15,
R03184,,,5.0,0.1,298.15,uncertainty is too high
R03185,,,5.0,0.1,298.15,uncertainty is too high
R03186,,,5.0,0.1,298.15,uncertainty is too high
R03187,-92.4,18.3,5.0,0.1,298.15,
R03188,,,5.0,0.1,298.15,uncertainty is too high
R03189,,,5.0,0.1,298.15,uncertainty is too high
R03190,,,5.0,0.1,298.15,uncertainty is too high
R03191,72.6,24.9,5.0,0.1,298.15,
R03192,74.0,24.9,5.0,0.1,298.15,
R03193,-24.4,25.8,5.0,0.1,298.15,
R03194,,,5.0,0.1,298.15,uncertainty is too high
R03195,,,5.0,0.1,298.15,uncertainty is too high
R03197,,,5.0,0.1,298.15,uncertainty is too high
R03198,-16.4,16.7,5.0,0.1,298.15,
R03199,,,5.0,0.1,298.15,uncertainty is too high
R03200,,,5.0,0.1,298.15,uncertainty is too high
R03201,,,5.0,0.1,298.15,uncertainty is too high
R03202,,,5.0,0.1,298.15,uncertainty is too high
R03203,,,5.0,0.1,298.15,uncertainty is too high
R03204,-355.7,10.3,5.0,0.1,298.15,
R03206,,,5.0,0.1,298.15,uncertainty is too high
R03207,-1.6,34.9,5.0,0.1,298.15,
R03208,-264.8,51.8,5.0,0.1,298.15,
R03209,-13.5,7.3,5.0,0.1,298.15,
R03210,2.7,32.8,5.0,0.1,298.15,
R03211,13.4,16.3,5.0,0.1,298.15,
R03212,,,5.0,0.1,298.15,uncertainty is too high
R03213,,,5.0,0.1,298.15,uncertainty is too high
R03214,,,5.0,0.1,298.15,uncertainty is too high
R03215,,,5.0,0.1,298.15,uncertainty is too high
R03216,,,5.0,0.1,298.15,uncertainty is too high
R03217,-58.2,11.2,5.0,0.1,298.15,
R03218,,,5.0,0.1,298.15,uncertainty is too high
R03219,,,5.0,0.1,298.15,uncertainty is too high
R03220,,,5.0,0.1,298.15,uncertainty is too high
R03222,,,5.0,0.1,298.15,uncertainty is too high
R03223,-14.4,5.8,5.0,0.1,298.15,
R03224,,,5.0,0.1,298.15,uncertainty is too high
R03225,-30.1,6.0,5.0,0.1,298.15,
R03226,,,5.0,0.1,298.15,uncertainty is too high
R03227,,,5.0,0.1,298.15,uncertainty is too high
R03228,,,5.0,0.1,298.15,uncertainty is too high
R03229,,,5.0,0.1,298.15,uncertainty is too high
R03230,,,5.0,0.1,298.15,uncertainty is too high
R03231,,,5.0,0.1,298.15,uncertainty is too high
R03232,,,5.0,0.1,298.15,uncertainty is too high
R03234,40.7,4.3,5.0,0.1,298.15,
R03236,-8.2,6.0,5.0,0.1,298.15,
R03237,-8.3,6.7,5.0,0.1,298.15,
R03238,-6.5,6.5,5.0,0.1,298.15,
R03239,-11.6,6.7,5.0,0.1,298.15,
R03240,-1.5,4.9,5.0,0.1,298.15,
R03241,-12.7,5.9,5.0,0.1,298.15,
R03243,-4.6,5.8,5.0,0.1,298.15,
R03244,0.8,4.2,5.0,0.1,298.15,
R03245,-5.8,4.1,5.0,0.1,298.15,
R03246,-289.1,14.3,5.0,0.1,298.15,
R03247,-22.3,25.0,5.0,0.1,298.15,
R03248,-6.4,7.6,5.0,0.1,298.15,
R03249,-9.6,12.2,5.0,0.1,298.15,
R03250,58.0,12.0,5.0,0.1,298.15,
R03251,-58.7,33.4,5.0,0.1,298.15,
R03253,-283.5,22.0,5.0,0.1,298.15,
R03254,68.2,5.0,5.0,0.1,298.15,
R03255,,,5.0,0.1,298.15,uncertainty is too high
R03256,-11.3,6.2,5.0,0.1,298.15,
R03257,,,5.0,0.1,298.15,uncertainty is too high
R03258,,,5.0,0.1,298.15,uncertainty is too high
R03259,,,5.0,0.1,298.15,uncertainty is too high
R03260,-51.1,12.0,5.0,0.1,298.15,
R03261,18.2,24.8,5.0,0.1,298.15,
R03262,,,5.0,0.1,298.15,uncertainty is too high
R03263,,,5.0,0.1,298.15,uncertainty is too high
R03264,36.3,27.7,5.0,0.1,298.15,
R03265,0.0,27.2,5.0,0.1,298.15,
R03266,-11.3,5.0,5.0,0.1,298.15,
R03267,,,5.0,0.1,298.15,uncertainty is too high
R03268,,,5.0,0.1,298.15,uncertainty is too high
R03269,-25.5,23.8,5.0,0.1,298.15,
R03270,,,5.0,0.1,298.15,uncertainty is too high
R03271,,,5.0,0.1,298.15,uncertainty is too high
R03272,,,5.0,0.1,298.15,uncertainty is too high
R03273,,,5.0,0.1,298.15,uncertainty is too high
R03274,,,5.0,0.1,298.15,uncertainty is too high
R03275,11.0,4.9,5.0,0.1,298.15,
R03276,-0.5,6.7,5.0,0.1,298.15,
R03277,-21.8,5.5,5.0,0.1,298.15,
R03278,18.2,30.3,5.0,0.1,298.15,
R03279,18.2,29.5,5.0,0.1,298.15,
R03281,-372.9,19.5,5.0,0.1,298.15,
R03283,,,5.0,0.1,298.15,uncertainty is too high
R03284,,,5.0,0.1,298.15,uncertainty is too high
R03286,-26.2,20.7,5.0,0.1,298.15,
R03288,0.3,20.7,5.0,0.1,298.15,
R03289,,,5.0,0.1,298.15,uncertainty is too high
R03290,7.9,4.2,5.0,0.1,298.15,
R03291,75.3,13.8,5.0,0.1,298.15,
R03292,9.3,4.2,5.0,0.1,298.15,
R03293,76.7,13.9,5.0,0.1,298.15,
R03295,35.0,15.0,5.0,0.1,298.15,
R03296,0.0,5.8,5.0,0.1,298.15,
R03297,-7.8,25.2,5.0,0.1,298.15,
R03298,,,5.0,0.1,298.15,uncertainty is too high
R03299,-454.1,14.3,5.0,0.1,298.15,
R03300,-13.8,16.8,5.0,0.1,298.15,
R03302,-12.4,16.8,5.0,0.1,298.15,
R03303,-241.1,12.3,5.0,0.1,298.15,
R03304,,,5.0,0.1,298.15,uncertainty is too high
R03306,,,5.0,0.1,298.15,uncertainty is too high
R03307,4.2,12.1,5.0,0.1,298.15,
R03308,,,5.0,0.1,298.15,uncertainty is too high
R03310,,,5.0,0.1,298.15,uncertainty is too high
R03311,,,5.0,0.1,298.15,uncertainty is too high
R03313,25.0,6.0,5.0,0.1,298.15,
R03314,16.8,11.0,5.0,0.1,298.15,
R03315,-6.8,14.0,5.0,0.1,298.15,
R03316,,,5.0,0.1,298.15,uncertainty is too high
R03317,19.6,22.2,5.0,0.1,298.15,
R03318,-8.0,5.5,5.0,0.1,298.15,
R03321,2.5,0.8,5.0,0.1,298.15,
R03322,-25.6,39.0,5.0,0.1,298.15,
R03323,-2.8,5.0,5.0,0.1,298.15,
R03325,,,5.0,0.1,298.15,uncertainty is too high
R03326,,,5.0,0.1,298.15,uncertainty is too high
R03327,,,5.0,0.1,298.15,uncertainty is too high
R03329,,,5.0,0.1,298.15,uncertainty is too high
R03330,-23.4,31.2,5.0,0.1,298.15,
R03331,,,5.0,0.1,298.15,uncertainty is too high
R03332,,,5.0,0.1,298.15,uncertainty is too high
R03333,-26.9,31.7,5.0,0.1,298.15,
R03334,,,5.0,0.1,298.15,uncertainty is too high
R03336,88.8,9.0,5.0,0.1,298.15,
R03337,88.8,9.0,5.0,0.1,298.15,
R03338,90.2,9.0,5.0,0.1,298.15,
